Essay_1	Essay_2	Order_1	Order_2
4881	4759	1_3	1_5
4062	4606	1_3	1_5
5221	5304	1_3	1_5
5284	5020	1_3	1_5
5348	4300	1_3	1_5
4521	4145	1_3	1_5
4890	4564	1_3	1_5
4623	5034	1_3	1_5
5012	3989	1_3	1_5
5356	5343	1_3	1_5
4441	4424	1_3	1_5
5092	5086	1_3	1_5
4362	4565	1_3	1_5
3844	3819	1_3	1_5
5288	4526	1_3	1_5
5083	4700	1_3	1_5
4240	5345	1_3	1_5
5255	5115	1_3	1_5
5261	5031	1_3	1_5
5350	4257	1_3	1_5
4978	2697	1_3	1_5
5096	4715	1_3	1_5
4980	5301	1_3	1_5
5010	5387	1_3	1_5
5327	4921	1_3	1_5
5393	5106	1_3	1_5
4687	5043	1_3	1_5
4979	4319	1_3	1_5
5295	4743	1_3	1_5
5022	4971	1_3	1_5
4985	3471	1_3	1_5
5289	5346	1_3	1_5
4175	4655	1_3	1_5
3844	5268	1_3	1_6
5288	3383	1_3	1_6
5083	5386	1_3	1_6
5255	4608	1_3	1_6
3106	5404	1_3	1_6
5261	4433	1_3	1_6
5350	3267	1_3	1_6
4978	4473	1_3	1_6
5096	5101	1_3	1_6
4980	4436	1_3	1_6
5010	4661	1_3	1_6
5327	5251	1_3	1_6
5393	5378	1_3	1_6
4979	5230	1_3	1_6
5295	5298	1_3	1_6
4228	5409	1_3	2_1
4466	4488	1_3	2_1
4062	4570	1_3	2_1
2838	4223	1_3	2_1
5221	5233	1_3	2_1
5284	2768	1_3	2_1
5284	5382	1_3	2_1
5348	4878	1_3	2_1
4521	5155	1_3	2_1
4890	5375	1_3	2_1
4623	5256	1_3	2_1
2901	4673	1_3	2_1
5356	4533	1_3	2_1
4441	5332	1_3	2_1
5092	4829	1_3	2_1
3844	4458	1_3	2_1
5288	3574	1_3	2_1
5288	5121	1_3	2_1
5083	5302	1_3	2_1
4240	4858	1_3	2_1
5255	3761	1_3	2_1
3106	5158	1_3	2_1
5261	4708	1_3	2_1
4978	4073	1_3	2_1
1926	5225	1_3	2_1
5096	4885	1_3	2_1
4980	4343	1_3	2_1
5327	5179	1_3	2_1
5327	4392	1_3	2_1
5393	4709	1_3	2_1
4687	4192	1_3	2_1
4979	5362	1_3	2_1
4979	4803	1_3	2_1
5295	5216	1_3	2_1
5295	5188	1_3	2_1
4985	5239	1_3	2_1
5289	5381	1_3	2_1
3792	4860	1_3	2_2
4466	4767	1_3	2_2
5379	4559	1_3	2_2
4881	3740	1_3	2_2
2838	5201	1_3	2_2
5221	4813	1_3	2_2
5221	5054	1_3	2_2
5348	4677	1_3	2_2
4521	4399	1_3	2_2
4623	5397	1_3	2_2
5012	5168	1_3	2_2
2901	4596	1_3	2_2
5356	4576	1_3	2_2
4441	5105	1_3	2_2
5092	5385	1_3	2_2
4362	5335	1_3	2_2
3844	5089	1_3	2_2
5083	5212	1_3	2_2
4240	5274	1_3	2_2
5255	4388	1_3	2_2
5261	5006	1_3	2_2
5350	5029	1_3	2_2
5350	5197	1_3	2_2
4978	4920	1_3	2_2
4978	4323	1_3	2_2
1926	5021	1_3	2_2
5096	4251	1_3	2_2
5010	5312	1_3	2_2
4687	4472	1_3	2_2
4979	5072	1_3	2_2
5295	4942	1_3	2_2
5022	5109	1_3	2_2
4985	5262	1_3	2_2
4495	4938	1_3	2_2
5289	5321	1_3	2_2
4175	4626	1_3	2_2
3585	3950	1_3	2_2
3792	4023	1_3	2_3
4228	5263	1_3	2_3
4466	5050	1_3	2_3
4881	5013	1_3	2_3
4062	4905	1_3	2_3
2838	3784	1_3	2_3
5284	3993	1_3	2_3
5348	5313	1_3	2_3
4521	5352	1_3	2_3
4623	5286	1_3	2_3
5012	4833	1_3	2_3
2901	5137	1_3	2_3
5356	5308	1_3	2_3
4441	5079	1_3	2_3
5092	4654	1_3	2_3
4362	5331	1_3	2_3
3844	4419	1_3	2_3
5288	5344	1_3	2_3
5083	4534	1_3	2_3
4240	5139	1_3	2_3
5255	5024	1_3	2_3
3106	3824	1_3	2_3
5261	5250	1_3	2_3
4978	4659	1_3	2_3
5096	4988	1_3	2_3
4980	4508	1_3	2_3
5327	4278	1_3	2_3
4687	5273	1_3	2_3
4979	5405	1_3	2_3
5295	5082	1_3	2_3
5370	5258	1_3	2_3
5022	5316	1_3	2_3
4985	4574	1_3	2_3
4495	5231	1_3	2_3
5289	5265	1_3	2_3
3585	3875	1_3	2_3
3792	4090	1_3	2_4
4228	3752	1_3	2_4
4466	4779	1_3	2_4
5379	2829	1_3	2_4
4881	4060	1_3	2_4
4062	4947	1_3	2_4
2838	4126	1_3	2_4
5221	4696	1_3	2_4
5284	5051	1_3	2_4
5348	5401	1_3	2_4
4521	5019	1_3	2_4
4890	4751	1_3	2_4
4623	4807	1_3	2_4
5012	5084	1_3	2_4
2901	4864	1_3	2_4
5356	3618	1_3	2_4
4441	5226	1_3	2_4
5092	4794	1_3	2_4
5288	3766	1_3	2_4
5288	5176	1_3	2_4
4240	5059	1_3	2_4
4240	5324	1_3	2_4
5255	3421	1_3	2_4
5350	3617	1_3	2_4
5350	4405	1_3	2_4
1926	4440	1_3	2_4
1926	3353	1_3	2_4
5096	5318	1_3	2_4
4980	3970	1_3	2_4
4980	4849	1_3	2_4
5010	5213	1_3	2_4
5327	5167	1_3	2_4
5393	5112	1_3	2_4
5393	5124	1_3	2_4
5393	5134	1_3	2_4
4687	5190	1_3	2_4
5295	4304	1_3	2_4
5370	3129	1_3	2_4
5370	5025	1_3	2_4
5022	4264	1_3	2_4
5022	4996	1_3	2_4
4985	5237	1_3	2_4
4495	4741	1_3	2_4
5289	2933	1_3	2_4
3585	4189	1_3	2_4
5217	5310	1_4	1_5
4840	3989	1_4	1_5
4914	4541	1_4	1_5
5214	4606	1_4	1_5
4518	5304	1_4	1_5
5098	4424	1_4	1_5
4333	5086	1_4	1_5
3958	4145	1_4	1_5
4678	5275	1_4	1_5
4821	5034	1_4	1_5
4948	4872	1_4	1_5
4966	5169	1_4	1_5
3123	5343	1_4	1_5
5206	4300	1_4	1_5
5305	4565	1_4	1_5
5087	4270	1_4	1_5
5122	5020	1_4	1_5
4169	4526	1_4	1_5
4112	5301	1_4	1_5
4464	4526	1_4	1_5
5060	5045	1_4	1_5
4107	5106	1_4	1_5
5294	5115	1_4	1_5
5377	4319	1_4	1_5
5117	4743	1_4	1_5
4346	5353	1_4	1_5
4616	4257	1_4	1_5
5243	2697	1_4	1_5
4930	4715	1_4	1_5
5373	4439	1_4	1_5
4866	4773	1_4	1_5
4322	3819	1_4	1_5
4538	4700	1_4	1_5
5209	5033	1_4	1_5
4883	4884	1_4	1_5
3635	4375	1_4	1_5
3323	4906	1_4	1_5
4003	3877	1_4	1_5
4218	5340	1_4	1_5
4205	2836	1_4	1_5
5296	4427	1_4	1_5
5403	5133	1_4	1_5
4332	3886	1_4	1_5
5240	3986	1_4	1_5
4236	5130	1_4	1_5
4532	2068	1_4	1_5
4183	4971	1_4	1_5
4970	3471	1_4	1_5
4512	4800	1_4	1_5
4935	5346	1_4	1_5
3963	4655	1_4	1_5
5227	3299	1_4	1_5
3781	5394	1_4	1_5
5104	4917	1_4	1_5
4957	3966	1_4	1_5
5297	4502	1_4	1_5
4169	3383	1_4	1_6
4112	4436	1_4	1_6
4464	3383	1_4	1_6
5060	5314	1_4	1_6
4107	5378	1_4	1_6
5294	4608	1_4	1_6
5377	5230	1_4	1_6
5392	5404	1_4	1_6
5117	5298	1_4	1_6
4616	3267	1_4	1_6
5243	4473	1_4	1_6
4930	5101	1_4	1_6
5373	4732	1_4	1_6
4866	4952	1_4	1_6
4322	5268	1_4	1_6
4538	5386	1_4	1_6
5217	4488	1_4	2_1
4914	4838	1_4	2_1
5214	4570	1_4	2_1
5283	4673	1_4	2_1
4518	5233	1_4	2_1
5098	5332	1_4	2_1
4333	4829	1_4	2_1
3958	5155	1_4	2_1
4678	5409	1_4	2_1
4821	5256	1_4	2_1
4676	4223	1_4	2_1
4948	4937	1_4	2_1
4966	4197	1_4	2_1
3123	4533	1_4	2_1
5206	4878	1_4	2_1
5087	4974	1_4	2_1
5122	2768	1_4	2_1
5122	5382	1_4	2_1
4169	3574	1_4	2_1
4169	5121	1_4	2_1
4112	4343	1_4	2_1
4464	3574	1_4	2_1
4464	5121	1_4	2_1
5060	5116	1_4	2_1
4107	4709	1_4	2_1
5294	3761	1_4	2_1
5377	5362	1_4	2_1
5377	4803	1_4	2_1
5392	5158	1_4	2_1
5117	5216	1_4	2_1
5117	5188	1_4	2_1
4346	4554	1_4	2_1
5243	4073	1_4	2_1
5069	5225	1_4	2_1
4930	4885	1_4	2_1
5373	4298	1_4	2_1
4866	4573	1_4	2_1
4322	4458	1_4	2_1
4538	5302	1_4	2_1
5209	4967	1_4	2_1
4883	5080	1_4	2_1
3635	3702	1_4	2_1
3323	5367	1_4	2_1
4218	5136	1_4	2_1
4205	4595	1_4	2_1
5296	4818	1_4	2_1
5403	5011	1_4	2_1
4332	5291	1_4	2_1
5240	4668	1_4	2_1
4284	4432	1_4	2_1
4970	5239	1_4	2_1
4512	4209	1_4	2_1
4935	5381	1_4	2_1
5227	5354	1_4	2_1
3781	4816	1_4	2_1
4957	5267	1_4	2_1
5297	5055	1_4	2_1
5217	4767	1_4	2_2
4840	5168	1_4	2_2
4914	5159	1_4	2_2
5283	4596	1_4	2_2
4518	4813	1_4	2_2
4518	5054	1_4	2_2
5098	5105	1_4	2_2
4333	5385	1_4	2_2
3958	4399	1_4	2_2
4821	5397	1_4	2_2
5337	4559	1_4	2_2
4676	5201	1_4	2_2
4948	5128	1_4	2_2
4966	5097	1_4	2_2
3123	4576	1_4	2_2
5206	4677	1_4	2_2
5305	5335	1_4	2_2
5087	5396	1_4	2_2
5060	5384	1_4	2_2
5294	4388	1_4	2_2
5377	5072	1_4	2_2
5117	4942	1_4	2_2
4616	5029	1_4	2_2
4616	5197	1_4	2_2
5243	4920	1_4	2_2
5243	4323	1_4	2_2
5069	5021	1_4	2_2
4930	4251	1_4	2_2
4866	4235	1_4	2_2
4322	5089	1_4	2_2
4538	5212	1_4	2_2
4883	4230	1_4	2_2
3635	3572	1_4	2_2
3323	5166	1_4	2_2
4003	2584	1_4	2_2
4218	5030	1_4	2_2
4205	4288	1_4	2_2
5296	4748	1_4	2_2
5403	4219	1_4	2_2
4332	5056	1_4	2_2
5240	4272	1_4	2_2
4284	4509	1_4	2_2
3187	4938	1_4	2_2
4183	5109	1_4	2_2
4970	5262	1_4	2_2
4512	4359	1_4	2_2
4935	5321	1_4	2_2
3963	4626	1_4	2_2
5227	3128	1_4	2_2
3781	4364	1_4	2_2
5104	4987	1_4	2_2
4957	4450	1_4	2_2
5297	4285	1_4	2_2
5217	5050	1_4	2_3
4840	4833	1_4	2_3
4914	4699	1_4	2_3
5214	4905	1_4	2_3
5283	5137	1_4	2_3
5098	5079	1_4	2_3
4333	4654	1_4	2_3
3958	5352	1_4	2_3
4678	5263	1_4	2_3
4821	5286	1_4	2_3
4676	3784	1_4	2_3
4948	4212	1_4	2_3
3123	5308	1_4	2_3
5206	5313	1_4	2_3
5305	5331	1_4	2_3
5087	5365	1_4	2_3
5122	3993	1_4	2_3
4169	5344	1_4	2_3
4112	4508	1_4	2_3
4464	5344	1_4	2_3
5060	4796	1_4	2_3
5294	5024	1_4	2_3
5377	5405	1_4	2_3
5392	3824	1_4	2_3
5117	5082	1_4	2_3
4346	4963	1_4	2_3
5243	4659	1_4	2_3
4930	4988	1_4	2_3
5373	4886	1_4	2_3
4866	4929	1_4	2_3
4322	4419	1_4	2_3
4538	4534	1_4	2_3
4883	5198	1_4	2_3
3635	4280	1_4	2_3
3323	4253	1_4	2_3
4003	5061	1_4	2_3
4218	5177	1_4	2_3
4205	4703	1_4	2_3
5296	4548	1_4	2_3
5296	4630	1_4	2_3
5403	4855	1_4	2_3
4332	3755	1_4	2_3
5240	4195	1_4	2_3
4236	4256	1_4	2_3
4284	5364	1_4	2_3
3187	5231	1_4	2_3
4183	5316	1_4	2_3
4970	4574	1_4	2_3
4512	4731	1_4	2_3
4935	5265	1_4	2_3
5227	2560	1_4	2_3
3781	4961	1_4	2_3
5104	5129	1_4	2_3
4957	5399	1_4	2_3
5297	4790	1_4	2_3
5217	4779	1_4	2_4
4840	5084	1_4	2_4
4914	4561	1_4	2_4
5214	4947	1_4	2_4
5283	4864	1_4	2_4
4518	4696	1_4	2_4
5098	5226	1_4	2_4
4333	4794	1_4	2_4
3958	5019	1_4	2_4
4678	3752	1_4	2_4
4821	4807	1_4	2_4
5337	2829	1_4	2_4
4676	4126	1_4	2_4
4948	5361	1_4	2_4
4966	3609	1_4	2_4
3123	3618	1_4	2_4
5206	5401	1_4	2_4
5087	4033	1_4	2_4
5122	5051	1_4	2_4
4169	3766	1_4	2_4
4169	5176	1_4	2_4
4112	3970	1_4	2_4
4112	4849	1_4	2_4
4464	3766	1_4	2_4
4464	5176	1_4	2_4
5060	3746	1_4	2_4
4107	5112	1_4	2_4
4107	5124	1_4	2_4
4107	5134	1_4	2_4
5294	3421	1_4	2_4
5117	4304	1_4	2_4
4346	4679	1_4	2_4
4346	5008	1_4	2_4
4616	3617	1_4	2_4
4616	4405	1_4	2_4
5069	4440	1_4	2_4
5069	3353	1_4	2_4
4930	5318	1_4	2_4
5373	5349	1_4	2_4
4866	4496	1_4	2_4
3187	4741	1_4	2_4
4183	4264	1_4	2_4
4183	4996	1_4	2_4
4970	5237	1_4	2_4
4512	4714	1_4	2_4
4935	2933	1_4	2_4
5227	5218	1_4	2_4
3781	5052	1_4	2_4
4957	4462	1_4	2_4
5297	5307	1_4	2_4
5301	4436	1_5	1_6
3819	5268	1_5	1_6
4526	3383	1_5	1_6
4700	5386	1_5	1_6
5045	5314	1_5	1_6
5106	5378	1_5	1_6
5287	3728	1_5	1_6
5387	4661	1_5	1_6
5115	4608	1_5	1_6
4319	5230	1_5	1_6
4743	5298	1_5	1_6
5031	4433	1_5	1_6
4257	3267	1_5	1_6
2697	4473	1_5	1_6
4715	5101	1_5	1_6
4921	5251	1_5	1_6
4439	4732	1_5	1_6
4773	4952	1_5	1_6
5310	4488	1_5	2_1
4541	4838	1_5	2_1
4270	4974	1_5	2_1
4606	4570	1_5	2_1
4713	4500	1_5	2_1
5304	5233	1_5	2_1
4872	4937	1_5	2_1
5169	4197	1_5	2_1
5020	2768	1_5	2_1
5020	5382	1_5	2_1
5343	4533	1_5	2_1
4300	4878	1_5	2_1
4424	5332	1_5	2_1
5086	4829	1_5	2_1
4145	5155	1_5	2_1
5275	5409	1_5	2_1
4564	5375	1_5	2_1
5034	5256	1_5	2_1
5301	4343	1_5	2_1
3819	4458	1_5	2_1
4526	3574	1_5	2_1
4526	5121	1_5	2_1
4700	5302	1_5	2_1
5045	5116	1_5	2_1
5106	4709	1_5	2_1
5345	4858	1_5	2_1
5043	4192	1_5	2_1
5287	4261	1_5	2_1
5115	3761	1_5	2_1
4319	5362	1_5	2_1
4319	4803	1_5	2_1
4743	5216	1_5	2_1
4743	5188	1_5	2_1
5353	4554	1_5	2_1
5031	4708	1_5	2_1
2697	4073	1_5	2_1
4715	4885	1_5	2_1
4921	5179	1_5	2_1
4921	4392	1_5	2_1
4439	4298	1_5	2_1
4773	4573	1_5	2_1
5033	4967	1_5	2_1
4884	5080	1_5	2_1
4375	3702	1_5	2_1
5391	4276	1_5	2_1
5391	4522	1_5	2_1
5340	5136	1_5	2_1
4427	4818	1_5	2_1
5133	5011	1_5	2_1
3886	5291	1_5	2_1
5186	2714	1_5	2_1
4906	5367	1_5	2_1
2836	4595	1_5	2_1
0507	1716	1_5	2_1
3986	4668	1_5	2_1
3471	5239	1_5	2_1
4800	4209	1_5	2_1
5346	5381	1_5	2_1
3299	5354	1_5	2_1
5394	4816	1_5	2_1
3966	5267	1_5	2_1
4502	5055	1_5	2_1
5310	4767	1_5	2_2
3989	5168	1_5	2_2
4541	5159	1_5	2_2
4839	4860	1_5	2_2
4759	3740	1_5	2_2
4270	5396	1_5	2_2
4713	4201	1_5	2_2
5304	4813	1_5	2_2
5304	5054	1_5	2_2
4872	5128	1_5	2_2
5169	5097	1_5	2_2
5343	4576	1_5	2_2
4300	4677	1_5	2_2
4424	5105	1_5	2_2
5086	5385	1_5	2_2
4145	4399	1_5	2_2
4565	5335	1_5	2_2
5034	5397	1_5	2_2
3819	5089	1_5	2_2
4700	5212	1_5	2_2
5045	5384	1_5	2_2
5345	5274	1_5	2_2
5043	4472	1_5	2_2
5287	3354	1_5	2_2
5387	5312	1_5	2_2
5115	4388	1_5	2_2
4319	5072	1_5	2_2
4743	4942	1_5	2_2
5031	5006	1_5	2_2
4257	5029	1_5	2_2
4257	5197	1_5	2_2
2697	4920	1_5	2_2
2697	4323	1_5	2_2
4715	4251	1_5	2_2
4773	4235	1_5	2_2
4884	4230	1_5	2_2
4375	3572	1_5	2_2
4324	2854	1_5	2_2
5391	5276	1_5	2_2
3877	2584	1_5	2_2
5340	5030	1_5	2_2
4427	4748	1_5	2_2
5133	4219	1_5	2_2
3886	5056	1_5	2_2
5186	5048	1_5	2_2
4906	5166	1_5	2_2
2836	4288	1_5	2_2
3986	4272	1_5	2_2
4971	5109	1_5	2_2
3471	5262	1_5	2_2
4800	4359	1_5	2_2
5346	5321	1_5	2_2
4655	4626	1_5	2_2
3299	3128	1_5	2_2
5394	4364	1_5	2_2
4917	4987	1_5	2_2
3966	4450	1_5	2_2
4502	4285	1_5	2_2
5310	5050	1_5	2_3
3989	4833	1_5	2_3
4541	4699	1_5	2_3
4839	4023	1_5	2_3
4759	5013	1_5	2_3
4270	5365	1_5	2_3
4606	4905	1_5	2_3
4713	4544	1_5	2_3
4872	4212	1_5	2_3
5020	3993	1_5	2_3
5343	5308	1_5	2_3
4300	5313	1_5	2_3
4424	5079	1_5	2_3
5086	4654	1_5	2_3
4145	5352	1_5	2_3
5275	5263	1_5	2_3
4565	5331	1_5	2_3
5034	5286	1_5	2_3
5301	4508	1_5	2_3
3819	4419	1_5	2_3
4526	5344	1_5	2_3
4700	4534	1_5	2_3
5045	4796	1_5	2_3
5345	5139	1_5	2_3
5043	5273	1_5	2_3
5287	4742	1_5	2_3
5115	5024	1_5	2_3
4319	5405	1_5	2_3
4743	5082	1_5	2_3
5353	4963	1_5	2_3
5031	5250	1_5	2_3
2697	4659	1_5	2_3
4715	4988	1_5	2_3
4921	4278	1_5	2_3
4439	4886	1_5	2_3
4773	4929	1_5	2_3
4884	5198	1_5	2_3
4375	4280	1_5	2_3
4324	5204	1_5	2_3
5391	2504	1_5	2_3
3877	5061	1_5	2_3
5340	5177	1_5	2_3
4427	4548	1_5	2_3
4427	4630	1_5	2_3
5133	4855	1_5	2_3
3886	3755	1_5	2_3
5186	4061	1_5	2_3
5130	4256	1_5	2_3
4906	4253	1_5	2_3
2836	4703	1_5	2_3
3986	4195	1_5	2_3
4971	5316	1_5	2_3
3471	4574	1_5	2_3
4800	4731	1_5	2_3
5346	5265	1_5	2_3
3299	2560	1_5	2_3
5394	4961	1_5	2_3
4917	5129	1_5	2_3
3966	5399	1_5	2_3
4502	4790	1_5	2_3
5310	4779	1_5	2_4
3989	5084	1_5	2_4
4541	4561	1_5	2_4
4839	4090	1_5	2_4
4759	4060	1_5	2_4
4270	4033	1_5	2_4
4606	4947	1_5	2_4
4713	3380	1_5	2_4
5304	4696	1_5	2_4
4872	5361	1_5	2_4
5169	3609	1_5	2_4
5020	5051	1_5	2_4
5343	3618	1_5	2_4
4300	5401	1_5	2_4
4424	5226	1_5	2_4
5086	4794	1_5	2_4
4145	5019	1_5	2_4
5275	3752	1_5	2_4
4564	4751	1_5	2_4
5034	4807	1_5	2_4
5301	3970	1_5	2_4
5301	4849	1_5	2_4
4526	3766	1_5	2_4
4526	5176	1_5	2_4
5045	3746	1_5	2_4
5106	5112	1_5	2_4
5106	5124	1_5	2_4
5106	5134	1_5	2_4
5345	5059	1_5	2_4
5345	5324	1_5	2_4
5043	5190	1_5	2_4
5287	5151	1_5	2_4
5387	5213	1_5	2_4
5115	3421	1_5	2_4
4743	4304	1_5	2_4
5353	4679	1_5	2_4
5353	5008	1_5	2_4
4257	3617	1_5	2_4
4257	4405	1_5	2_4
4715	5318	1_5	2_4
4921	5167	1_5	2_4
4439	5349	1_5	2_4
4773	4496	1_5	2_4
4971	4264	1_5	2_4
4971	4996	1_5	2_4
3471	5237	1_5	2_4
4800	4714	1_5	2_4
5346	2933	1_5	2_4
3299	5218	1_5	2_4
5394	5052	1_5	2_4
3966	4462	1_5	2_4
4502	5307	1_5	2_4
5386	5302	1_6	2_1
5378	4709	1_6	2_1
4608	3761	1_6	2_1
5230	5362	1_6	2_1
5230	4803	1_6	2_1
5404	5158	1_6	2_1
5298	5216	1_6	2_1
5298	5188	1_6	2_1
4433	4708	1_6	2_1
4436	4343	1_6	2_1
3383	3574	1_6	2_1
3383	5121	1_6	2_1
3728	4261	1_6	2_1
4473	4073	1_6	2_1
5101	4885	1_6	2_1
5268	4458	1_6	2_1
5314	5116	1_6	2_1
5157	5202	1_6	2_1
5251	5179	1_6	2_1
5251	4392	1_6	2_1
4732	4298	1_6	2_1
4952	4573	1_6	2_1
5386	5212	1_6	2_2
4608	4388	1_6	2_2
5230	5072	1_6	2_2
5298	4942	1_6	2_2
4433	5006	1_6	2_2
3728	3354	1_6	2_2
4661	5312	1_6	2_2
4473	4920	1_6	2_2
4473	4323	1_6	2_2
5101	4251	1_6	2_2
5268	5089	1_6	2_2
5314	5384	1_6	2_2
3267	5029	1_6	2_2
3267	5197	1_6	2_2
4952	4235	1_6	2_2
5386	4534	1_6	2_3
4608	5024	1_6	2_3
5230	5405	1_6	2_3
5404	3824	1_6	2_3
5298	5082	1_6	2_3
4433	5250	1_6	2_3
4436	4508	1_6	2_3
3383	5344	1_6	2_3
3728	4742	1_6	2_3
4473	4659	1_6	2_3
5101	4988	1_6	2_3
5268	4419	1_6	2_3
5314	4796	1_6	2_3
5157	5123	1_6	2_3
5251	4278	1_6	2_3
4732	4886	1_6	2_3
4952	4929	1_6	2_3
5378	5112	1_6	2_4
5378	5124	1_6	2_4
5378	5134	1_6	2_4
4608	3421	1_6	2_4
5298	4304	1_6	2_4
4436	3970	1_6	2_4
4436	4849	1_6	2_4
3383	3766	1_6	2_4
3383	5176	1_6	2_4
3728	5151	1_6	2_4
4661	5213	1_6	2_4
5101	5318	1_6	2_4
5314	3746	1_6	2_4
5157	4837	1_6	2_4
3267	3617	1_6	2_4
3267	4405	1_6	2_4
5251	5167	1_6	2_4
4732	5349	1_6	2_4
4952	4496	1_6	2_4
4937	5128	2_1	2_2
4488	4767	2_1	2_2
4838	5159	2_1	2_2
4974	5396	2_1	2_2
4500	4201	2_1	2_2
4673	4596	2_1	2_2
4223	5201	2_1	2_2
4197	5097	2_1	2_2
4533	4576	2_1	2_2
4878	4677	2_1	2_2
5332	5105	2_1	2_2
5155	4399	2_1	2_2
5256	5397	2_1	2_2
5233	4813	2_1	2_2
5233	5054	2_1	2_2
4829	5385	2_1	2_2
4458	5089	2_1	2_2
5302	5212	2_1	2_2
4858	5274	2_1	2_2
4261	3354	2_1	2_2
5362	5072	2_1	2_2
5188	4942	2_1	2_2
4073	4920	2_1	2_2
4073	4323	2_1	2_2
4885	4251	2_1	2_2
4573	4235	2_1	2_2
5116	5384	2_1	2_2
4192	4472	2_1	2_2
3761	4388	2_1	2_2
4803	5072	2_1	2_2
5216	4942	2_1	2_2
4708	5006	2_1	2_2
5225	5021	2_1	2_2
5367	5166	2_1	2_2
5080	4230	2_1	2_2
3702	3572	2_1	2_2
4522	5276	2_1	2_2
5136	5030	2_1	2_2
4595	4288	2_1	2_2
3558	5016	2_1	2_2
5011	4219	2_1	2_2
5291	5056	2_1	2_2
2714	5048	2_1	2_2
4432	4509	2_1	2_2
4276	5276	2_1	2_2
4818	4748	2_1	2_2
4668	4272	2_1	2_2
5266	5244	2_1	2_2
3789	5203	2_1	2_2
3050	4940	2_1	2_2
5070	4951	2_1	2_2
5108	4411	2_1	2_2
5236	4445	2_1	2_2
4702	4514	2_1	2_2
4862	4793	2_1	2_2
3895	3498	2_1	2_2
3043	5355	2_1	2_2
4578	4523	2_1	2_2
5114	4922	2_1	2_2
4213	4648	2_1	2_2
5141	4607	2_1	2_2
4380	5102	2_1	2_2
5182	4477	2_1	2_2
3560	5245	2_1	2_2
5239	5262	2_1	2_2
4209	4359	2_1	2_2
5381	5321	2_1	2_2
5354	3128	2_1	2_2
4816	4364	2_1	2_2
5267	4450	2_1	2_2
5055	4285	2_1	2_2
4570	4905	2_1	2_3
4937	4212	2_1	2_3
5382	3993	2_1	2_3
4488	5050	2_1	2_3
4838	4699	2_1	2_3
4974	5365	2_1	2_3
4500	4544	2_1	2_3
4673	5137	2_1	2_3
4223	3784	2_1	2_3
2768	3993	2_1	2_3
4533	5308	2_1	2_3
4878	5313	2_1	2_3
5332	5079	2_1	2_3
5155	5352	2_1	2_3
5409	5263	2_1	2_3
5256	5286	2_1	2_3
4829	4654	2_1	2_3
4458	4419	2_1	2_3
3574	5344	2_1	2_3
5302	4534	2_1	2_3
4858	5139	2_1	2_3
4261	4742	2_1	2_3
5362	5405	2_1	2_3
5188	5082	2_1	2_3
4554	4963	2_1	2_3
4073	4659	2_1	2_3
4885	4988	2_1	2_3
4392	4278	2_1	2_3
4298	4886	2_1	2_3
4573	4929	2_1	2_3
4343	4508	2_1	2_3
5116	4796	2_1	2_3
5202	5123	2_1	2_3
4192	5273	2_1	2_3
3761	5024	2_1	2_3
4803	5405	2_1	2_3
5158	3824	2_1	2_3
5216	5082	2_1	2_3
4708	5250	2_1	2_3
5179	4278	2_1	2_3
5121	5344	2_1	2_3
1798	4271	2_1	2_3
3974	2281	2_1	2_3
4000	5252	2_1	2_3
5078	4994	2_1	2_3
4101	4018	2_1	2_3
4824	4647	2_1	2_3
3098	2833	2_1	2_3
5407	5325	2_1	2_3
5207	5248	2_1	2_3
4901	4950	2_1	2_3
2868	4043	2_1	2_3
4682	2142	2_1	2_3
3614	4410	2_1	2_3
3442	4043	2_1	2_3
5367	4253	2_1	2_3
5080	5198	2_1	2_3
3702	4280	2_1	2_3
4522	2504	2_1	2_3
5136	5177	2_1	2_3
4595	4703	2_1	2_3
3558	2487	2_1	2_3
5011	4855	2_1	2_3
5291	3755	2_1	2_3
2714	4061	2_1	2_3
4432	5364	2_1	2_3
4276	2504	2_1	2_3
4818	4548	2_1	2_3
4818	4630	2_1	2_3
4668	4195	2_1	2_3
4882	1616	2_1	2_3
3789	5322	2_1	2_3
5070	5174	2_1	2_3
5108	5132	2_1	2_3
5236	4493	2_1	2_3
4702	4461	2_1	2_3
4862	4718	2_1	2_3
3895	5347	2_1	2_3
3043	3391	2_1	2_3
4578	5395	2_1	2_3
5114	5246	2_1	2_3
4213	5279	2_1	2_3
5141	5215	2_1	2_3
5088	5366	2_1	2_3
4380	4868	2_1	2_3
5182	4426	2_1	2_3
3560	4049	2_1	2_3
4894	5389	2_1	2_3
5239	4574	2_1	2_3
4209	4731	2_1	2_3
5381	5265	2_1	2_3
5354	2560	2_1	2_3
4816	4961	2_1	2_3
5267	5399	2_1	2_3
5055	4790	2_1	2_3
4570	4947	2_1	2_4
4937	5361	2_1	2_4
5382	5051	2_1	2_4
4488	4779	2_1	2_4
4838	4561	2_1	2_4
4974	4033	2_1	2_4
4500	3380	2_1	2_4
4673	4864	2_1	2_4
4223	4126	2_1	2_4
4197	3609	2_1	2_4
2768	5051	2_1	2_4
4533	3618	2_1	2_4
4878	5401	2_1	2_4
5332	5226	2_1	2_4
5155	5019	2_1	2_4
5409	3752	2_1	2_4
4831	2605	2_1	2_4
5375	4751	2_1	2_4
5256	4807	2_1	2_4
